name,bio,expertises,total_ratings,avarage_rating
Maria Bernadette Guanaes Machado,", site:guanaesmachado.wixsite.com/berna, O  processo terapêutico é acolher outro individuo, auxiliando-o a perceber em si os recursos, competências  e capacidades...,","Acompanhamento pessoal, Acompanhamento psicológico de idosos, Adoção de Filhos, Ansiedade, Casal, Casamento, Conflitos Amorosos, Conflitos Familiares, Depressão, Dor, Estresse, Família, Fobias, Idoso / Terceira Idade, Medos e Fobias, Obesidade, Pacientes Enfermos, Pessoas com deficiência, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental",41,5.0
Letícia Carvalho Lemes,,"Acompanhamento pessoal, Ansiedade, Compulsões, Conflitos Amorosos, Depressão, Estresse, Fobia Social, Fobias, Medos e Fobias, Morte e Luto, Psicologia Clínica, Psicologia Social, Saúde Mental, Sexualidade e identidade de gênero",1,5.0
Flavia Rescala Santiago,"Sou Psicóloga Clínica e atuo com base na Psicanálise. Estou aqui para auxiliar você na busca de seu autoconhecimento, na ressignificação de suas dores, proporcionando assim, um melhor entendimento, aceitação e acolhimento de seus conflitos, dúvidas e questões mais profundas. Ao despertar seu olhar para dentro de si mesmo, você conseguirá reconhecer e conter sintomas como ansiedade, estresse e compulsões, possibilitando que você readquira o controle de sua vida. , Equilibrar e entender suas emoções, desenvolvendo inteligência emocional, é o primeiro passo para um relacionamento saudável consigo mesmo, o que resulta em relações mais saudáveis com o outro também. Aguardo seu contato para iniciar essa nova jornada de autocuidado e qualidade de vida. Agende seu horário!,  ,","Ansiedade, Casamento, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtornos Alimentares (Bulimia, Anorexia, etc), Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",272,5.0
Yasmin Paula de Sousa Farias,"Olá! me chamo Yasmin, tenho 27 anos, sou psicóloga clínica e atendo adolescentes (a partir dos 14 anos), adultos e idosos. Atuo pela abordagem teórica cognitiva comportamental (mais conhecida como TCC); a TCC é uma abordagem psicoeducativa, o que significa que o paciente e o psicólogo trabalham de forma colaborativa e juntos identificam padrões de comportamento cognitivo disfuncionais. Lido com as demandas de fobia social, estresse, depressão, ansiedade, transtorno  afetivo bipolar (TAB), transtorno de personalidade limítrofe (mais conhecido como transtorno borderline), conflitos afetivos (trabalho, família, casamento) entre outros., Na correria do dia a dia, ás vezes acabamos deixando nossa saúde mental de lado, a psicoterapia lhe dará a oportunidade de se conhecer melhor e aprender a lidar com as situações difíceis que surgem e que, infelizmente, não podemos evitar. Estou disponível pelo WhatsApp (11) 95150-4735 e no E-mail: yasminfariaspsi@gmail.com para tirar qualquer dúvida. Um abraço e será um prazer te conhecer :) ,","Ansiedade, Casamento, Conflitos Familiares, Depressão, Estresse, Fobias, Idoso / Terceira Idade, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos, Síndrome do Pânico, Suicídio, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Violência Doméstica, Quarentena e Isolamento Social, Sexualidade e identidade de gênero, Adolescência",1,5.0
Raquel Alves Correa,"Você se encontra com queixas como: estresse alto, irritabilidade com tudo, baixa auto estima, problemas de relacionamento ou  vínculos familiares quebrados, entre traumas e situações mal resolvidas, falta de habilidade social, dificuldade de escolher e as vezes tudo isso junto?, Posso ajudar você a ser uma pessoa mais assertiva, através da busca de um auto conhecimento, tudo baseado na  abordagem que escolhi para trabalhar, que é  a Terapia Cognitivo Comportamental ou TCC. Irei ajudar a você a entender a  forma como interpreta os acontecimentos e como eles podem afetá-lo (a) e não os acontecimentos em si. Ou seja: como você vê, sente e pensa com relação à uma situação que causa desconforto, dor, incomodo, tristeza ou qualquer outra sensação negativa. , Essa abordagem é bastante específica, clara e direta. É utilizada para tratar diversos transtornos mentais de forma eficiente. Seu objetivo principal é identificar padrões de comportamento, pensamento, crenças e hábitos que estão na origem dos problemas,  indicando, a partir disso, técnicas para alterar essas percepções de forma positiva. A TCC se destina tanto ao tratamento dos diferentes transtornos psicológicos e emocionais como a depressão, ansiedade, transtornos psicossomáticos, transtornos alimentares, fobias, traumas, dependência química, entre outros., Além disso, a Terapia Cognitivo Comportamental pode te auxiliar nas diversas questões que envolvem sua vida como um todo, como: dificuldades nos relacionamentos, escolhas profissionais, luto, separações, perdas, estresse, dificuldades de aprendizagem, desenvolvimento pessoal e muitos outros., Venha conversar, vamos juntos construir uma caminhada de auto conhecimento!!!,","Acompanhamento pessoal, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Morte e Luto, Psicologia Clínica, Psicologia Jurídica, Psicologia Social, Relacionamentos Afetivos, Saúde Mental, Suicídio, Transtornos do Sono, Violência Doméstica, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero, Adolescência",189,5.0
Gabrieli Melo,"Olá!, Sou a Gabrieli, Psicóloga formada pelo Centro Universitário das Faculdades Metropolitanas Unidas. Atualmente, realizo formação em Psicanálise de forma contínua através de estudos teóricos, supervisão e análise pessoal. , Realizo atendimento psicoterapêutico de forma on-line para adolescentes e adultos. Busco realizar meu trabalho de forma ética, compromissada e com respeito a singularidade de cada sujeito. Sigo a abordagem psicanalítica por acreditar que ela propicia uma escuta qualificada para que cada um compreenda suas dores e formas de agir, possibilitando assim, uma nova forma de se posicionar no mundo., Atendo em um ambiente seguro e privativo, onde o principal objetivo é criar um espaço confortável para que você encontre a si mesmo., Te convido a agendar um horário para que possamos ter uma conversa inicial ou se preferir, me envie uma mensagem para tirar qualquer dúvida. Responderei em breve!,       ,","Ansiedade, Compulsões, Conflitos Amorosos, Depressão, Desenvolvimento Pessoal, Dor, Estresse, Estresse Pós Traumático, Medos e Fobias, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Adolescência",45,5.0
MARÍLIA CÂNDIDA MARTINS DA COSTA,"Olá! Seja muito bem-vindo(a) ! Sou psicóloga licenciada e atuo há 20 anos na área clínica.Possuo formação em Coaching Profissional e Pessoal, Practitioner em Programação Neurolinguística. Tenho experiência clínica com stress, ansiedade, depressão, luto, transtornos psíquicos e etc, e atuo através de escuta e acolhimento na busca de maior equilíbrio emocional. Minha abordagem terapêutica é o TCC, Psicologia Positiva, Humanista e Psicoterapia Breve.Atendo adolescentes e adultos., , Atualmente, divido minhas atividades profissionais entre atendimento psicoterapêutico (presencial e online) e também em uma policlínica e em consultorias em Recursos Humanos. Minha missão é estimular o autoconhecimento com acolhimento e na busca da melhor técnica para uma vida mais saudável mentalmente, através de uma visão sistêmica., , Sou uma profissional comprometida constantemente com a pesquisa e o estudo que levam a melhoria dos estados mentais. Estou sempre na busca de uma vida mais produtiva para meus pacientes, clientes e empresas. Pauto meu trabalho em valores como: Acolhimento e aceitação; Comprometimento; Profissionalismo; Ética; Mudanças e Resultados Sustentáveis., , Vamos começar sua jornada de autoconhecimento? Agende seu horário., , Você também pode me conhecer um pouco mais me seguindo nas mídias abaixo:, Instagram:@psicologiamariliacosta, Facebook: https://www.facebook.com/psicologiamariliacosta, Meu site:  https://www.psicologiamariliacosta.com.br., ,","Ansiedade, Casal, Casamento, Conflitos Amorosos, Conflitos Familiares, Consultoria Empresarial, Depressão, Desenvolvimento Pessoal, Dor, Estresse, Estresse Pós Traumático, Família, Fobia Social, Fobias, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Psicologia Clínica, Psicologia Organizacional, Relacionamentos Afetivos, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Quarentena e Isolamento Social, Adaptação ao Home Office, Incertezas quanto ao momento e futuro, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero, Adolescência, Recrutamento e seleção de pessoal, Treinamento empresarial",59,5.0
Luciano de Souza Santos,"Psicólogo (FSG/RS). Neuropsicólogo (UNIARA/SP). Pós-graduado em Terapia Cognitivo Comportamental (UNIFIA/SP). Possui o título de especialista em neuropsicologia conferido pelo Conselho Regional de Psicologia do Rio Grande do Sul. Foi perito judicial e membro da Sociedade Brasileira de Neuropsicologia (SBNp). Atuou no SUAS, como psicólogo, no Centro de Referência de Assistência Social (CRAS), em Porto Alegre., Atualmente, é membro da Sociedade Brasileira de Psicologia (SBP). Idealizador e proprietário da clínica SENSE | Espaço Integrado de Psicologia e Saúde. Atua na psicologia clínica e na neuropsicologia há quase 10 anos.,","Ansiedade, Cirurgia Bariátrica, Compulsões, Depressão, Entrevistas Psicológicas, Estresse, Estresse Pós Traumático, Fobia Social, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Neuropsicologia, Psicologia Clínica, Reabilitação Cognitiva, Síndrome do Pânico, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), Testes psicológicos, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Incertezas quanto ao momento e futuro, Avaliação Psicológica",0,0
Gina Mara Belato de Freitas,"Sou psicóloga  Clinica,atendo online e presencial.Tenho experiencias no trabalho em escolas.Procuro atender acolhendo a angústia e sofrimento existencial.Dando ...,","Acompanhamento psicológico de idosos, Ansiedade, Aprendizagem, Conflitos Amorosos, Conflitos Familiares, Depressão, Dor, Entrevistas Psicológicas, Estresse, Família, Fobia Social, Fobias, Medos e Fobias, Orientação psicológica, Psicologia Clínica, Saúde Mental, Quarentena e Isolamento Social, Sexualidade e identidade de gênero",17,4.9411764705882355
Glaucia Napolis,"Sou Glaucia A. Nápolis, formada em Psicologia pela UFMG há mais de 30 anos, com Pós- Graduação em Clinica Psicanalítica, entre outras formações Acadêmicas, incluindo Pós-Graduação em Empreendedorismo e Marketing. Acredito que você chegou até aqui por estar envolvido em questões com as quais não está conseguindo lidar, por problemas que se repetem e se impõe em diversas áreas de sua vida, e assim busca ajuda profissional. No modo online, atendo adolescentes, adultos e idosos. Em consultório atendo todas as faixas etárias, inclusive crianças. A demanda de atendimento para cada pessoa é única, em sua singularidade, e nossa principal ferramenta é a linguagem, a palavra e seus significados. Minha orientação é de base psicanalítica, aplicada à contemporaneidade, onde novos sintomas aparecem. Você pode estar com dificuldades nas relações sociais e familiares, sua auto estima e confiança podem estar reduzidas, pode ter baixa tolerância às frustrações, cansaço e choro freqüentes, dificuldade em tomar decisões, insatisfações em geral, irritabilidade, forte ansiedade, humor deprimido, falta de objetivos e interesse pela vida, alterações de humor, dificuldades de comunicação, entre outros sintomas, ou simplesmente busca o saber sobre si, o autoconhecimento. O importante é o desejo que agora surge em procurar o profissional que possa te ajudar em sua demanda. ,","Ansiedade, Compulsões, Conflitos Familiares, Depressão, Estresse, Fobias, Medos e Fobias, Morte e Luto, Orientação Profissional, Psicologia Clínica, Psicologia Organizacional, Relacionamentos Afetivos, Síndrome do Pânico, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Quarentena e Isolamento Social, Desenvolvimento de Competências Profissionais, Sexualidade e identidade de gênero, Ludoterapia",143,4.986013986013986
Camila Serapião de Macedo,"Olá, seja bem-vinda(o) ao meu perfil!, , Estou aqui para te ajudar, então vamos lá! Você tem dado a devida atenção para sua saúde mental? , , É comum nos depararmos com situações onde a rotina é tão corrida e a pessoa acaba esquecendo de olhar para dentro de si, mas isso não pode acontecer. Pare e reflita, saúde mental é prioridade sim e a terapia pode te ajudar., , Sou graduada no curso de Psicologia pelo Centro Universitário de Jaguariúna - UNIFAJ e atuamente pós graduanda em Terapia Cognivito-Comportamental pelo Centro Universitário Internacional - UNINTER. Atuo como Psicóloga clínica há 3 anos e meus atendimentos são voltados para adolescentes, adultos e idosos. A Terapia Cognitiva-Comportamental, que é a abordagem da qual eu trabalho, é uma psicoterapia estruturada e direcionada à´solução de problemas por meio da modificação de pensamentos e comportamentos indesejáveis e disfuncionais. Caso você tenha dúvidas de como é o processo, é só entrar em contato comigo que estarei à sua disposição., Busco me desenvolver profissionalmente para poder contribuir com o sofrimento, angústias, autoconhecimento e desenvolvimento pessoal daqueles que compartilham comigo suas trajetórias. , , A psicoterapia é um espaço somente seu para falar sobre questões e dificuldades sem temer julgamentos, podendo pensar livremente sobre si e alcançar novas formas de lidar com seus problemas. Estou a disposição para te ouvir, te acolher e te ajudar em suas angústias. Conte comigo nessa jornada de enfrentamentos, afim de possibilitar uma vida mais saudável. Vamos nessa?, , Instagram: @psico.camilamacedo,","Acompanhamento psicológico de Gravidez, Ansiedade, Dependência Química, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Medos e Fobias, Morte e Luto, Pacientes Enfermos, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos do Sono, Violência Doméstica, Violência Sexual",75,5.0
André Brazão dos Santos,"Encontrar equilíbrio e saúde na forma como vivemos tem se tornado cada vez mais difícil, seja por toda complexidade de lidar com as consequências de uma pandemi...,","Acompanhamento psicológico de Gravidez, Ansiedade, Aprendizagem, Depressão, Infância, Medos e Fobias, Morte e Luto, Obesidade, Orientação de pais, Orientação para problemas de aprendizagem, Orientação Profissional, Orientação psicológica, Orientação psicopedagógica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Suicídio, Transtornos Alimentares (Bulimia, Anorexia, etc), Quarentena e Isolamento Social, Sexualidade e identidade de gênero",117,5.0
Alec Phillip Lira Correa,"Olá, seja bem-vinda (o)!, , Sou psicólogo clinico e atendo a crianças, adolescentes e adultos. Trabalho com Terapia Cognitivo-Comportamental e Terapia do Esquema, em um processo de reavaliação de modelos internos com um enfoque nas emoções, sentimentos e história do paciente, promovendo bem-estar, melhora na saúde mental e autoconhecimento. , , Os atendimentos são um espaço de escuta empática, buscando acolher suas necessidades, medos, desejos e objetivos, possibilitando a criação de caminhos que visem uma maior autonomia e compreensão pessoal. Estou a disposição para iniciarmos este trabalho juntos. Se quiser saber mais sobre meu trabalho, sinta-se à vontade para entrar em contato e conversarmos!, , ,","Ansiedade, Aprendizagem, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Família, Medos e Fobias, Morte e Luto, Orientação de pais, Orientação psicológica, Orientação psicopedagógica, Planejamento psicopedagógico, Psicologia Clínica, Saúde Mental, Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero, Adolescência, Ludoterapia",51,4.980392156862745
Doyglas Vrena Souza,"Sou Bacharel em Psicologia, pós graduado em saude mental e atenção psicosocial, possuo 3 anos de experiência em políticas públicas de saúde, em ambulatório de saúde mental e no Centro de Atenção Psicossocial Álcool e outras Drogas., Na política pública de assistência social, tenho 4 anos de experiências na proteção especial (CREAS) num Serviço de Proteção social a criança e adolescentes Vitimas de Violência., Durante esse período da minha jornada, venho atendendo, entre outras queixas, aos seguintes casos: depressão; transtornos de ansiedade; transtorno de estresse pós-traumático; síndrome do pânico; problemas de relacionamento e conflitos internos (como medos e inseguranças), abuso sexual infantil, sexualidade e identidade de gênero. Ministro oficinas e cursos, realizo grupos temáticos sobre violências. Me dedico a estudar fenômenos sociais e configurações familiares. Estou à disposição para ajudá-lo (a).,","Acompanhamento psicológico de idosos, Ansiedade, Casal, Depressão, Estresse, Idoso / Terceira Idade, Morte e Luto, Orientação de pais, Orientação para problemas de aprendizagem, Orientação Profissional, Pacientes Enfermos, Preparação para aposentadoria, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Suicídio, Violência Doméstica, Violência Sexual, Quarentena e Isolamento Social, Sexualidade e identidade de gênero, Sexualidade e Identidade de gênero",17,4.9411764705882355
Marianna Ramalho,"Autoestima na maternidade, desenvolvimento pessoal e bem-estar., Especialista em TCC - terapia cognitivo comportamental, Psicologia Positiva, coaching e consultoria de imagem., Aprendiz de neurociência., , , Instagram: @mariannaramalho, Podcast TERAPIE-SE (disponível no spotify), , ,","Acompanhamento psicológico de Gravidez, Ansiedade, Desenvolvimento Pessoal, Emagrecimento, Obesidade, Psicologia Clínica, Saúde Mental, Incertezas quanto ao momento e futuro, Maternidade",33,5.0
EDUARDO ANTONIO DOS SANTOS JR,"Você está sentindo muito triste, desanimada(o), magoada(o), ansiosa(o)? Está se sentindo estressada(o), desgastada(o), desmotivada(o) no trabalho ou na profissã...,","Ansiedade, Cirurgia Bariátrica, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Fobia Social, Medos e Fobias, Morte e Luto, Orientação Profissional, Orientação psicológica, Psicologia Clínica, Psicologia Hospitalar, Relacionamentos Afetivos, Síndrome do Pânico, Transtorno de Humor, Transtornos Alimentares (Bulimia, Anorexia, etc), Quarentena e Isolamento Social, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",30,5.0
Carolinne Montes Baptista,"Adoro contribuir para a melhoria na vida das pessoas! Minha paixão é a Psicologia Clínica! , Já atuei na área da Psicologia Jurídica e Social/Comunitária, bem como docente em faculdades. Atualmente atuo no consultório com adolescentes, adultos, idosos, terapia de casal e família.,  Utilizo recursos terapêuticos da Abordagem Sistêmica, da Psicologia Positiva e da Filosofia., Também faço atendimentos de Aromaterapia., Atendo por convênios., Pode ficar à vontade para conversar comigo pelo whatsapp e obter maiores informações! (71)984129956,","Ansiedade, Casal, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Obesidade, Orientação Profissional, Psicologia Clínica, Relacionamentos Afetivos, Síndrome do Pânico, TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Violência Doméstica, Avaliação Psicológica, Sexualidade e identidade de gênero, Questões Raciais",11,5.0
Lucas Castro Freire de Moraes,"Bacharel em Psicologia pela Universidade Federal de Pelotas , Curso de Extensão EAD - Terapia Comportamental Dialética - Instituto Wainer, Curso de Extensão EAD - Mindfulness e Aceitação Teoria e Prática - Instituto Wainer , Curso de Formação Livre - Atendimento Socioeducativo - WR Institucional,","Acompanhamento pessoal, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Família, Saúde Mental, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",2,5.0
Eliane Morgado dos Santos,"A dor da alma ou psíquica é aquela angústia que pressiona o peito, paralisando alguns sentidos e refletindo ao nosso redor...família, trabalho e amigos. Há muitos motivos que podem gerar a dor psíquica: instabilidade profissional (falta de reconhecimento, demissão), falecimento de pessoas queridas, rupturas de relacionamentos e mudanças abruptas. Os quadros de depressão, ansiedade e outros transtornos, também podem desencadear a dor da alma, e, se você se identifica com algum aspecto citado, ou se sente “paralisado, no limite emocional”, ofereço meu auxílio Psicoterápico, dentro de um contexto ético, com experiência de 23 anos em Consultórios e Ambulatórios. Utilizo como abordagem de trabalho, o Psicodrama, ciência esta que busca a verdade por meio de métodos dramáticos e usa a Ação como uma forma de investigar a alma humana. Ao exteriorizar os “dramas internos”, amplia-se a percepção de si e sobre os outros para atuações comportamentais equilibradas. Convido você para a AÇÃO... TORNE-SE: Protagonista, Autor e Escritor de sua própria existência....Dê o primeiro passo: Agende sua consulta! ,","Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Estresse Pós Traumático, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Psicologia Clínica, Síndrome do Pânico, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), TOC (Transtorno Obsessivo Compulsivo), Transtorno Bipolar, Transtorno de Humor, Transtornos do Sono, Violência Doméstica, Sexualidade e identidade de gênero, Sexualidade e Identidade de gênero",348,4.977011494252873
Carolina Matos,"Olá! sou Carolina Matos, psicóloga formada pela Universidade Federal da Bahia em 2001. Trabalho com atendimentos psicoterápicos para adultos e idosos há 20 anos...,","Ansiedade, Conflitos Amorosos, Depressão, Estresse, Estresse Pós Traumático, Idoso / Terceira Idade, Medos e Fobias, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",0,0
Soraya Karyme Carvalho De Jesus,"Olá, como você está?, Eu sou Soraya, sou Psicóloga de Orientação Analítica com o trabalho voltado para a área de Relacionamentos. Nos meus atendimentos, eu procuro criar um ambiente acolhedor e descontraído, para que você se sinta à vontade. Eu costumo dizer que faço um grande bate papo, só que com algumas intervenções. O processo terapêutico é totalmente seu, no seu tempo e conforme você se sentir bem pra conduzir; eu estou aqui somente pra auxiliar esse processo., Entre, sinta-se em casa. Vamos conversar sobre aquele assunto que te aflige., Se quiser ver um pouco mais do meu trabalho na área de relacionamentos, entre nas minhas redes @psicologa.soraya,","Acompanhamento pessoal, Casal, Casamento, Conflitos Amorosos, Conflitos com a Lei, Conflitos Familiares, Desenvolvimento Pessoal, Estresse, Estresse Pós Traumático, Família, Fobias, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Violência Doméstica, Violência Sexual, Sexualidade e identidade de gênero",5,5.0
Lise Magalhães,"Olá! Seja bem-vindo(a)! , Viver em sociedade é conviver com pessoas, e onde há pessoas, há conflitos, é algo natural. A diferença é como lidamos com os conflitos do nosso dia, se falamos sobre eles ou se guardamos para nos mesmos. Se a angústia e a magoa intereferem nas relações é sinal que algo não está bem, e sempre podemos aprender com a nossa melhor versão. E eu estou aqui para te auxiliar no processo de crescimento pessoal, que na maioria das vezes não é simples, mas você não está só!, , Sou psicológa, atendo online e presencial, me identifico com os mais diversos temas das relações sociais. Minha paixão por psicologia se iniciou antes da faculdade, quando tive o primeiro  contato com o processo terapêutico, e olha... não é fácil, mas a profissional com quem estive me ajudou bastante, e eu sei a diferença que um olhar humanizado e sensível faz nessa caminhada. , Além de psico, também sou nordestina, baiana, gosto muito do meu estado. Sou amante de culinária e gosto de passar o tempo com as pessoas que eu admiro., Gostaria de saber mais sobre você também! Esse é um espaço acolhedor exclusivamente seu para abordar os mais diversos assuntos que não conseguimos manifestar em qualquer espaço, ou com qualquer pessoa. , E então, vamos lá? ;),","Acompanhamento pessoal, Ansiedade, Cirurgia Bariátrica, Compulsões, Conflitos Familiares, Depressão, Dor, Fobias, Obesidade, Pacientes Enfermos, Psicologia Clínica, Transtornos Alimentares (Bulimia, Anorexia, etc), Avaliação Psicológica",0,0
Natany Silva de Moura,"Olá! Tudo bem? Meu nome é Natany. Será um prazer conhecer você e, quem sabe, participar e auxiliar a sua caminhada. Espero poder contribuir de alguma forma no seu crescimento pessoal. Sou formada em Psicologia desde 2018, com ênfase em Psicologia Clínica. Venho sempre buscando formas de auxiliar meus pacientes a lidar de forma mais saudável com quaisquer que seja a demanda trazida durante a nossa sessão, sempre de forma respeitosa e empática, tudo em prol do seu crescimento psíquico. Espero ver você em breve!,","Ansiedade, Conflitos Familiares, Depressão, Desenvolvimento Pessoal, Estresse, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Incertezas quanto ao momento e futuro, Sexualidade e identidade de gênero",572,4.998251748251748
Daniela Gouveia Barcelos,"Olá!, Sou Daniela, psicóloga clínica com quase 10 anos de experiência, formada pela Universidade Presbiteriana Mackenzie (2013), com especialização em Teoria Psicanalítica/Psicanálise pela Coordenadoria Geral de Especialização, Aperfeiçoamento e Extensão da Pontifícia Universidade Católica de São Paulo (PUC-SP)(2016)., Qualificada em Liderança, Capacidade de Aprender e Resiliência, pela Pontifícia Universidade Católica do Rio Grande do Sul (PUCRS)(2021). Com curso no Serviço de Psicologia da Maternidade São Luiz, aperfeiçoando-se no trabalho em maternidade diante da interface psicologia e medicina. Participante de seminários teóricos de Psicanálise, Psicanálise e infância /clínica com crianças pelo Centro de Estudos Psicanalíticos (CEP)., Trabalhos realizados como Psicóloga no terceiro setor, bem como na área da saúde voltada ao cuidado de pacientes idosos e portadores de doença crônica. , , ,","Ansiedade, Compulsões, Conflitos Amorosos, Conflitos Familiares, Depressão, Estresse, Família, Idoso / Terceira Idade, Medos e Fobias, Morte e Luto, Orientação psicológica, Psicologia Clínica, Saúde Mental, Síndrome do Pânico, TDAH (Transtorno de Déficit de Atenção e Hiperatividade), Transtorno de Humor, Quarentena e Isolamento Social, Avaliação Psicológica, Sexualidade e identidade de gênero, Maternidade, Puerpério, Psicologia Perinatal",63,4.841269841269841
SIBYLI FRIEDRICH ALMEIDA CUNHA,"Sou graduada desde 2019, momento em que comecei a trabalhar na área, auxiliando clientes de diversas idades com ansiedade, depressão e luto, entre outras questões como perda de peso, que esta intimamente ligada á ansiedade. Se você é uma das pessoas que perdeu um ente querido, ou que sofre com crises de pânico e ansiedade, ou ainda que quer se sentir melhor consigo mesmo, posso te ajudar a lidar com isso! Mas você precisa dar o primeiro passo e marcar sua sessão, vamos conversar e dar um basta em toda essa dor!,","Acompanhamento psicológico de Gravidez, Ansiedade, Conflitos Amorosos, Conflitos Familiares, Depressão, Emagrecimento, Morte e Luto, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental",25,5.0
Kelli Jelezoglo,"Olá, sou Psicóloga Clinica, graduada há 20 anos, atuo com a abordagem Cognitivo Comportamental e Psicologia Positiva. Acredito que o principal objetivo do psicólogo  é ""ser ponte""  no processo de autoconhecimento, auxiliando na busca e  transformação de pensamentos limitantes, superando dificuldades emocionais, focando na qualidade de vida, saúde e equilíbrio. , , ,","Ansiedade, Cirurgia Bariátrica, Depressão, Estresse, Família, Fobias, Morte e Luto, Orientação de pais, Orientação psicológica, Psicologia Clínica, Relacionamentos Afetivos, Saúde Mental, Síndrome do Pânico, Transtorno de Humor, Sexualidade e identidade de gênero",134,5.0
TATIANA DE MARI,"Profissional com foco na TCC - Terapia Cognitivo Comportamental, que atua na solução de problemas pertinentes ao paciente., , Trabalhos intensos com Ansiedades (s) e Depressão, Orientação Parental e Desenvolvimento Organizacional.,","Ansiedade, Depressão, Orientação de pais, Psicologia Clínica, Psicologia Organizacional, Sexualidade e identidade de gênero",282,2.8191489361702127
Zoraide Batista de Oliveira,"Olá,, Se você está passando por momentos difíceis eu gostaria de oferecer meu apoio. Meu nome é Zoraide Batista e sou psicóloga clínica especializada em Terapia ...,","Acompanhamento psicológico de Gravidez, Acompanhamento pessoal, Acompanhamento psicológico de idosos, Adoção de Filhos, Ansiedade, Aprendizagem, Casamento, Compulsões, Conflitos Amorosos, Conflitos com a Lei, Conflitos Familiares, Dependência Química, Depressão, Desenvolvimento Pessoal, Dor, Emagrecimento, Neuropsicologia, Psicologia Clínica, Desenvolvimento de Competências Profissionais, Sexualidade e Identidade de gênero, Adolescência, Dependência em Jogos",224,3.794642857142857
